aback|شاته
barrister|وکيل
barrow|زمبر
barrow|زمبېل
barrow|زنبېل
barrow|منډاوو
barter|واج
bartering|بارټري
base|اډه
base|بنياد
base|بې اصله
base|پست
base|پليت
base|تاداو
base|تل
base|رذيل
base|زمينه
base|کچه
base|کم اصل
base|کونسټ
base|کونسټه
base|لمټک
base|موزي
base|موزيګی
base|ناکس
base|هلک
base|ټيټ
based|متکي
baseless|دروغ
basement|زيرخانه
basement|زېرزميني
basement|ګوده
baseness|ټيټوالی
bashful|شرمندوکی
bashfulness|محجوبيت
basic|اصلي
basic|بنيادي
basic|زيربنا
basic|سټه
basic|ابتدايي
basically|قاعدتاً
basil|کشمالو
basil|کشمالی
basil|نازبو
basin|لګن
basis|مبنا
basket|کوارچه
basket|کواره
basket|ټوکرۍ
basket|څکی
basketful|ځولۍ
bass|ډډ
bastard|ارمونی
bastard|حرامزاده
bastard|مټينګی
basting|پاډه
bat|شوپرک
bat|ماښامی
bat|څکالکی
bat|څکالی
bat|څکلکی
bat|ډنډه
bat|ښاپرک
bat|ښاپېرک
batch|ګچ
bath|غسل
bath|لمبول
bathe|لامبل
bathroom|حمام
battalion|کنډک
battalion|لښکري قوه
battle|جګړه
battle|محاربه
bay|خليج
bayonet|برچه
beach|ساحل
bead|مرۍ
bead|مشکڼه
bead|مهره
beads|تسپې
beak|مښوکه
beam|تير
beans|لوبيا
beans|لټرۍ
bear|خرس
bear|زېږول
bear|مېلو
bear|هګ
bear|يږ
beard|ږيره
bearded|ږيره ور
bearish|ایږه ډوله
beast|چارپای
beast|حيوان
beast|ځناور
beastly|حيواني
beat|ترپول
beat|ترټل
beat|خرپول
beat|دد
beat|درزول
beat|ډبول
beat|ډزول
beaten|لر
beating|ډب
beauties|خوبان
beautiful|رنګيز
beautiful|رنګين
beautiful|زېبا
beautiful|غوړ
beautiful|ښايسته
beautiful|ښکلی
beautiful|ګلالی
beautiful|ښائسته
beautiful|خائسته
beautify|اڅڼل
beauty|جمال
beauty|حسن
beauty|زيب
beauty|زينت
beauty|ښايست
beauty|ښکلا
because|ځکه
beckoning|نغوته
become|تريخېدل
becoming|ښايي
bed|کټ
bed|لګډ
bedbug|خسک
bedouin|بدوي
bedstead|چپرکټ
bee|مچمچۍ
bee|مچۍ
bee|موچۍ
beefy|غوښن
beehive|ګانډۍ
beer|بير
beet|جوغندر
beetroot|جوغندر
befalling|پېښ
befitting|زيب
before|پخوا
before|دمخه
before|مخکي
before|مخه
before|وړاندې
beg|پکرکول
beggar|سوالګر
beggar|فقير
beggar|ګدايګر
beggar|سوالګر
begging|چړ
begging|خواست
begging|سوال
begging|فقر
begging|ګدايي
begin|لاس پوري کول
beginner|پيلګر
beginning|اتياونه
beginning|پيل
beginning|دين
beginning|منشا
beginning|پيل
begone|هيهات
begotten|مولود
beguilement|اغفال
behalf|په خاطر
beheaded|سرپريکړی
beheld|مشهود
behind|ورسته
behind|ورستو
behind|وروسته
behind|پس
behold|ها
being|موجود
being|هستي
being|وجود
beings|کاينات
belching|ټېغ
belief|ايمان
belief|عقيده
belief|ګروه
belief|ګمان
belief|ګومان
belief|ګروه
beliefs|معتقدات
believe|انګیرل
believe|توکل کول
believer|مسلمان
believer|معتقد
believer|مومن
believes|عقايد
believing|معتقد
bell|زنګ
bell|ږغږغه
bell|ږنګ
bell|ګړنجانی
belle|ميره
bellicose|جګړه مار
bellow|غرغره
bellowing|رمبکی
bellows|بنۍ
belly|خيټه
belly|خړی
belly|نس
belly|ګېډه
belonging|متعلق
beloved|دلبر
beloved|دلربا
beloved|شها
beloved|شهو
beloved|شهۍ
beloved|لالی
beloved|ليلا
beloved|محبوب
beloved|نازنين
beloved|نګاره
beloved|جانان
below|لاندنی
below|لاندې
belt|چټک تسمه
belt|کمربند
belt|ملابند
belt|ملاستو
belt|ملاوستنی
belt|ملاوستی
bend|شوغول
bend|کږلېچ
bend|کږلېچی
bend|کږول
bend|کږېدل
bend|لبوزی
bend|ګرځنی
bend|ګټېر
beneath|ﷺلاندی، کوز
benediction|دعا
benediction|وداع
benefaction|احسان
beneficent|نيکوکاره
beneficial|مفيد
benefit|سود
benefit|فايده
benefit|مصلحت
benefit|منفعت
benefit|نفع
benefit|ګټه
benefited|مستفيد
benefiting|مستفيد
benevolence|ښه
benevolent|نېک نيتی
bent|ناسم
bent|ټوغ
bent|ګرج
bent|ټټ
bent|ټيټ
bent|ټيټه
benzene|بنزين
bereaved|غم زپلی
bereaved|غمجن
bereavement|نول
berlin|برلين 
beryl|یاقوت
beseeching|تضرع
beside|څېرمه
besides|علاوه پردی
besides|ماورا
besides|تر څنګه
besides|علاوه پردې،برسیره پردې،
besieged|محصور
best|زبردست
bestiary|ګګ
bestowing|تقديم
bet|شرط
betrayer|وطن فروش
betrothal|کوژدن
betrothal|کوژده
betrothal|کوېدن
betrothed|نامزد
better|غوره
between|منځ
between|مينځ
beware|ها
beware|هه
bewildered|هړاند
bewildered|ګيچ
beyond|ماورا
beyond|اخوا
bias|تعصب
bib|ناړک
bible|انجيل
biblical|کتابي
bibliography|اخځليک
bicycle|بايسکل
bid|داو
bid|دو
bidder|داوطلب
bidding|مزايده
big|خرټه
big|زبرګ
big|ستر
big|غټ
big|لو
big|لوی
big|غټ
bigness|ستروالی
bigness|غټوالی
bigness|لويوالی
bigness|لوېښت
bigoted|متعصب
bilateral|دوه اړخيز
bile|زهره
bile|صفرا
bill|سند
bill|لايحه
bill|مشوکه
bill|مښوکه
billiards|بليارډ
billion|مليارډ
billy|سوټی
bind|تړل
bind|خیمه، تړل، یوځای کول
bind|بندول
binder|وندنی
binocular|ﷺدوه سترګی لرونکی لربین
binoculars|دوربين
biochemistry|بيوشيمي
biography|تذکره
biography|سوانح
biology|ژوند پوهنه
bipartisan|دوهډلیز، دوه ګوندیز
birch|نښتر
bird|چوغکه
bird|مارغه
bird|مرغه
bird|مرغه
birth|تولد
birth|زوکړه
birth|زېږېدنه
birth|ولادت
birth|زو کړه
birth|زیږیدل
birthplace|ميلاد
bisexual|دوه نوږى پاله
bisexuality|دوه نوږى پالنه
bisexuals|دوه نوږى پالان
bishop|اسقف
bison|بېژېکۍ
bison|بېژېکي
bit|چيچل
bite|چيچنه
bite|چيچنګ
bite|داړل
bite|سکونډل
bite|کپ
biting|داړونکی
bitten|چيچلی
bitter|تريخ
bitter|تريخېدل
bitter|زارزنګۍ
bitter|زوږ
bitter|مړغونې
bitter|تراخۀ
bitterness|تريخوالی
bizarre|عجيبه
black|تورن
blacken|تورول
blackish|سيين
blacksmith|پښ
bladder|مثانه
blade|تېغ
blade|ولی
blade|تیره شی
blah|زیږیدل
blame|پړه
blame|پړول
blame|تور
blame|غندنه
blame|ملامتول
blame|ګرمول
blamed|مقصر
blamed|ملامت
blamed|ګرم
blamed|ګرمېدل
blank|خالي
blank|سپين
blank|فورمه
blanket|شړۍ
blasphemy|کفر
blast|ورزول
blast|چاودنه
bleak|جذام
bleat|بکېدل
bleating|بوغاره
bleeding|خونريزي
blended|مخلوط
blessed|مبارک
blessing|تبرک
blessing|خير
blessing|رحمت
blessing|فضل
blessings|نعمتونه
blind|ړندول
blind|ړوند
blindfold|سترګی ورتړل
blinds|ړانده
blink|رپک
blink|رپول
blink|ځمبل
blinking|رپيدنګ
bliss|سعادت
blister|تڼاکه
blizzard|طوفان
block|کنده
block|کونده
blockade|محاصره
blockage|ايسار
blocked|ګير
blocking|انسداد
blood|وينه
bloody|خونړی
bloom|سمسورول
bloom|غوټی
bloom|غوټی کول
blooming|سمسور
blossom|شګوفه
blot|داغ
blotter|وچوونی
blouse|نيم تنه
blow|پوکل
blow|پوکول
blow|چلېدل
blow|وار
blowing|پوکی
blown|منفجر
bludgeon|ډانګ
blue|شين
blue|نيل
blue|نيلي
blue|وودي
blue|وودي
blue|شنۀ
blue|شنه
blue|شنې
blueness|شينوالی
blunder|خطا
blunder|سهوه
blunder|سهوه
blundering|تخطي
blunt|پڅول
bluntness|پڅوالی
board|دړه
board|ګوټۍ
board|ګوټۍ
boarding|اعاشه
boast|ښاڅل
boaster|لاپک
boaster|لاپوک
boaster|ډرپل
boastful|باټک
boasting|لاپې
boasting|لومنې
boasting|ډوزه
boat|کښتۍ
boatman|مهڼ
bobbin|نچه
bobbin|نېچه
bobtail|لنډی
bobtail|لونټه
bodies|اجسام
bodily|جسماني
bodily|جسمي
bodkin|ميله
body|بدن
body|بدنه
body|تره
body|تن
body|تنه
body|جثه
body|جسم
body|صورت
body|کالبوت
body|وجود
body|ځان
boil|ايشېدل
boil|خوټول
boil|خوټېدل
boil|دانه
boil|زوښ
boil|نونکۍ
boil|ومارګه
boiled|ايشېدلی
boiling|جوش
boiling|خوټهار
boiling|غليان
bold|بېباکه
bold|جسور
bold|روی
bold|رټ
bold|نر
bold|همتناک
boldness|جرأت
boldness|جسارت
bolt|کولپک
bolted|چوڼلی
bomb|بم
bombardment|بمباري
bond|قيد
bone|اډوکی
bone|هډ
bone|هډوکی
bonfire|بلکه
bonnet|بانټ
book|کتاب
book|ليكى
book|ليكى
bookbinding|صحافي
bookish|کتابي
booklet|رساله
bookshop|کتابفروشي
boom|اضافه کول
boon|احسان
boost|پرمخ تلل
boosting|لوخبره
boot|بېړۍ
boot|موزه
booth|غرفه
booty|غنيمت
booty|مريله
booty|ولجه
booty|لوټ ، ولجه
border|پوله
border|پيڅه
border|حاشيه
border|ژۍ
border|مغزۍ
border|مورګه
border|وريا
border|وېش
border|وېشنه
boredom|زړه تنګی
boring|پیکه
born|زوکړی
born|متولد
born|مولود
borrow|پورول
borrowed|مستعار
borrowing|عاريت
bosom|غېږ
bosom|غیګ
boss|آمر
botany|نبات پېژندنه
both|دواڼه
bother|مزاحمت
bottle|بوتل
bottom|تل
bottom|وېخ
boulder|ګوسه
bound|مقيد
bound|مکلف
bound|وظيفه دار
bound|ټک
boundary|پوله
boundary|حد
boundary|سرحد
boundary|وېش
boundary|وېشنه
bounded|محدود
boundless|بې پايه
boundless|بې حده
boundless|لايتناهي
bouquet|ګېټۍ
bouquet|دسته
bourgeois|بورژوا
bourgeoisie|بورژوازي
bow|ټيټېدل
bow|ډانډس
bowed|ټټ
bowl|کاسه
box|جعبه
box|سوندخ
box|سيف
box|صندوق
boxer|سُوک وهونکي
boxing|سُوک وهنه
boy|مشکی
boy|هلک
boy|ووړکی
boy|وړکی
boy|وړوکی
boycott|تحريم
boycott|مقاطعه
boyhood|هلکتوب
boyhood|هلکينه
boyhood|هلک توب
brace|وښی
bracelet|باوو
bracelet|بندۍ
bracelet|کړه
bracelet|لاس وندی
bracelet|وښی
braces|ګالېس
bracket|پتری
brackish|ښرنه
braggart|غټباز
braggart|لاپک
braggart|لاپوک
braggart|لپړو
braggart|ډرپل
bragging|دوړه
bragging|لاپې
brahman|برهمن
braid|شاباز
brain|مازغه
brain|ماغزه
brain|مغز
brainless|بې مغزه
brake|برېک
bramble|کروړه
bran|څوګل
bran|څګل
branch|فرع
branch|منډرکی
branch|منډکی
branch|څانګه
branch|ښاخ
branch|ښاخله
branch|بي پاڼو
branching|لاري لاري
branchy|ښاخلن
brand|داغل
brand|داغول
brand|دروږ
brand|سکوی
brand|مهر
brand|نوغی
brass|هژدات
brave|بادور
brave|تورزن
brave|توريالی
brave|جسور
brave|جنګيالی
brave|دلاور
brave|رټ
brave|زغرد
brave|زمريالی
brave|زړن
brave|زړه ور
brave|ميړنی
brave|ميړه
brave|ميړه مخی
brave|مړنی
bravery|دلاوري
bravery|زړه ورتوب
bravery|زړه ورتيا
bravery|شجاعت
bravery|شهامت
bravery|نارينتوب
bravery|زغردتوب
bravo|آفرين
bravo|واه
bravo|واوا
bravo|وه وه
brawler|لچر
bray|نړل
bray|هر
braying|نړا
brazier|منګال
breach|کنډو
bread|روټۍ
bread|سپوره
bread|مړۍ
bread|ټيکله
bread|ډوډۍ
breadth|پلنوالی
breadth|سور
breadth|عرض
breadth|وسعت
break|تفریح
breakable|کړسند
breakage|ماتوالی
breakage|ماتول
breakage|ماتېدل
breakfast|روژه مات
breakfast|روژه ماتی
breakfast|ناری
breakfast|ناشته
breakfast|نهاری
breast|سينه
breast|غېږ
breath|سا
breath|ساه
breath|ستما
breath|نفس
breath|سا
breathe|سا کښل
breather|سا اخستونکی
breathing|تنفس
breaths|ساګانې
breed|ذات
breed|ريښه
breed|زات
breed|نسل
breeding|نسل ګيري
breeze|باد
breeze|نسيم
breeze|وږم
breeze|وږمه
brevity|ايجاز
brevity|لنډوالی
brevity|لنډون
bribe|موک
briber|بډي مار
bribery|رشوت
bride|ناوې
bridegroom|زوم
bridge|پول
bridge|خرک
bridle|ترسېری
bridle|جلو
bridle|واګه
bridle|ګپی
brief|مجمل
brief|مختصر
brief|موجز
briefcase|بسته
briefs|نېکر
brigade|لوا
brigand|شوکمار
bright|روښان
bright|روڼ
bright|ژوندی
bright|وړنګن
bright|ځلاند
bright|ژوندۍ
brightness|روښنايي
brightness|روڼوالی
brightness|نور
brightness|څرکا
brightness|څرکهار
brightness|روڼوالى
brilliance|ځلک
brilliance|ځلښت
brilliance|آب
brilliant|ځلاند
brim|څنډه
brink|کمره سر، کنار، ګړنګ
brio|عمر
briskness|رونق
britain|برتانيه
brittle|کړسند
broach|سيخ
broad|برداره
broad|پراخ
broad|پلن
broad|ارت
broad|ارت
brocade|وریخمین ټوکر
brochure|دیادونو وړه کتابچه
broil|لوغول
broil|لوغيدل
broil|ورتول
broil|وريتول
broiled|وريت
broken|منکس
broker|دلال
brokerage|دلالي
bronchitis|برانشيت
bronze|هژدات
brook|وله
brook|وياله
brook|وېله
broom|رېبز
broth|شوروا
broth|ښوروا
brother|ورورکی
brother|رور
brother|مععنا
brotherhood|ورورګلوي
brotherhood|ورور ولي
brotherhood|ورور ولی
brothers|وروڼه
brow|وچولی
brown|نسواري
bruised|خوږ
brussels|بروکسل
brutal|حيواني
brutality|اکاړي
brute|حيوان
brute|دد
brutes|سپيازه
bubble|پوکاڼۍ
bubble|حباب
bubble|کوبۍ
bubble|کوړېدل
bubble|ګوړ
bucket|سلواغه
bucket|سولاغه
bucket|ډولچه
buckle|څګک
bud|غنچه
bud|غونچه
bud|غوټۍ
bud|منجری
buddy|رفيق
buddy|شريک
budget|بودجه
buffalo|ميښ
buffalo|ميښه
buffalo|ګامېښه
buffoon|مقلد
bug|کڼه
buggy|ټانګه
buggy|ګاډۍ
build|ابادول
build|ساخت
build|ودانول
builder|جوړوونکی
building|ابادونه
building|انرکه
building|تعمير
building|عمارت
building|کوټۍ
building|وداني
building|ودانښت
built|ودان
bulb|ګروپ
bulgaria|بلغاريه
bulk|حجم
bulky|جسيم
bull|غويى
bulldozer|بلډوزر
bullet|مرمۍ
bullet|مړدک
bullet|مړدکی
bullet|ګولۍ
bullock|غويی
bump|موړه
bumper|بمپر
bumping|ټکرخوړل
