English|پښتو
ashamed|منفعل
ashamed|شرمنده
Ashanghar|اشنغر
ash-colored|خاکسترى
ashtray|خاکستردانۍ
ask|پوښتل
ask|غوښتل
ask|پوښتنې کول
ask for|راغوښتل
ask for help|ننګول
ask help|ننګول
ask the price of|بيه کول
asking|ګروېږنه
asking guidance|استهدا
asleep|بيده
asleep|خوبياولی
asleep|ويده
asparagus|منګوروله
aspect|جنبه
aspect|بڼه
aspect|جنبی
asphalt|اسفالټ
aspiration|همت
ass|کونه
ass|خر
assafoetida|هنجه
assasin|سرګردان
assasin|قاتل
assassinate|قتلول
assassination|ترور
assassination|تورور
Assault|يرغل / هجوم / شو خون
assemblage|ګډېره
assemble|تولېدل
Assemble| يو له بله سره وصل کول يا تړل
assembly|اسامبله
assembly|مجمع
assembly member|شوراوکيل
assent|قبولي
asset|تېزاب
assets|شتمني
assets|وسايل
assets|ماديات
Assets|ګټورې منابع يا شته 
assiduity|اجتهاد
assign|ټاکل
assign|ګمارل
assign|موظف کول
assigned|موظف
assigned|مقرر
assigned|موظف(ه)
assignees|موظفين
assignment|ټاکنه
assistance|مساعدت
assistance|پناه
assistance|کومک
assistance|مرسته
assistance|لاسنيوي
assistant|بچک
assistant|مرستيال
assistant|معاون
assistant|نوکر
assistant|معين
Assistant Gunner|مرستيال توپچي
assistant professor|پوهنمل
assistant professor|پوهنيار
assistant professor|پوهيالی
assistant treasurer|معاونيت
associate|ناسته ولاړه
associate|مله
associate professor|پوهنوال
associate with… (be friends)|د...سره ناسته ولاړه لرل
associated|محشور
association|تداعي
association|معاشرت
association|ناسته پاسته
association|ناسته ولاړه
assume|خپل کول
assumption|انګيرنه
assumption|اټکل
assurance|اطمينان
assurance|ډاډ
assure|اطمينان ورکول
assured|خاطرجمع
assured|مطمين
assuredly|مقرره
assuredness|خاطرجمعي
assylum|لېونتون
asthma|سابندي
asthma|ساتنګي
asthma|سالنډۍ
asthma|سالنډى
asthma|نفس تنګي
astma|ارخښ
astonished|اک پک
astonished|متحير
astonished|هک پک
astonished|هک دک
astonishment|حيرت
astonishment|هېښه
astray|بې لاري
astray|بېروه
astringent|ستوخ
astringent|قابض
astrological|نجومي
astrology|نجوم
astronomical tables|زيج
astronomy|هيأت
asylum|پناه
at|دا مهال
at all|ګرسره
at all|بېخي
at all|قطعا
at all|هېڅ
at ease|ارامسی
at ease|په کرار
at large|بې درکه
at least|لااقل
at least|لږترلږه
at least|لږ تر لږه
at least|څه نا څه
at least|حداقل
at least|څه کم
at least|لږ تر لږ
at night|د شپې له مخى
at once|دواره
at once|فوراً
at once|يوپه يوه
at once|يودم
at peace|په کرار
at peace|په خیر
at present|فعلاً
at random|چوټ انداز
at such a time|په داسې وخت کې
at the back|په داسې وخت کې
at the bottom of…|بيح
at the bottom of…|پای
at the end|په اخر کې
at the end|په پاى کې
at the present time|په دې اوسنۍ زمانه کې
at the time of…|د...په صورت کې
at this point|تر دى دمه
ate|خوړيلی دي/ده
atethering rope with several loops for the sheep|وندر
atheism|بې ديني
atheist|بې دينه
atheist|ملحد
athlete|اتل
athlete|لوبغارې
ATL (Alpha Team Leader)|د الفا ټيم مشر
atlas|اتلس
Atmankhel|اتمانخېل
Atmanzay|اتمانزی
atmosphere|اتموسفير
atmospheric|جوي
atom|اتوم
atomic|اتومي
atomic power|طاقت
attach|پرې پورې کول
attach|نښلول
attach to|مښلول
attach value to|ارزښت ورکول
attache|اتاشه
attachment|اتصال
Attachment|ضميمه شوی جزوتام
Attachments and Detachments|ضميمه شوي او جلا شوي جزوتامونه
attack|بريد
attack|څوټ
attack|حمله
attack|مټېر
attack|هور
attack|يرغل
attack|بريد کول
attack|يرغل کول
attack|تجاوز
attack|تيری
attack|چپاول
attack|حمله کول
attack|ساو
attack|ګرزار
attack|وېره
attack|يره
attack|ګوزارول
Attack|بريد/ حمله
attack |يرغل
attacker|بريد کوونکی
attacker|يرغل کوونکی
attackers|یاغیان
attain|بودېدل
attain|کسبول
attempt|سعی
attempt|کوشش
attempt|کوښښ
attempt|کوښښ کول
attempt|کوشش کول
attempt|لټه
attempt|هڅه
attempt|هاند
attempt|تکل
attempt|اقدام کول
attempt(s)|اقدام(ات) 
attend|حاضريدل
attend|ګډون کول
attend to|نغوتل
attend to|نغوږل
attendance|حاضري
attendance form|حاضري
attendant|حاضرباش
attendant|ملازم
attended|متوجه
attendees|حاضرين
attention|پام
attention|توجه
attention|پاملرنه
attention|تیارسی
attention|متوجه
attentive|توښ
attentive|متوجه
attentive|ځير
attentive to|پرست
attic|بامبوټی
attire|سمبال کول
attire|سمبالول
attire|سمبال
attire|لباس
attired|سمبال
attired|سمبالول
attorney|وکيل
attorney|وکيلانو
attorney|څارنوال
attorney general|لوی څارنوال
attorney's office|څارنوالى
attract|جذبول
attract|جلب کول
attract|جلبول
attraction|سیل
attractive|جذاب
attractive|سترګبېجن
attributive|وصفي
ATV|څلور عرابه يي بايسکا
auction|ليلام
auction|مزايده
auction|مزایده
aucurn|بور
August|اګست
August 21 - September 20|سنبله
August 21 - September 20|وږی
aunt|ترور
aunt|توړۍ
aunt (maternal)|توړۍ
aunt (maternal)|خاله (ګانې)
aunt (paternal)|ترور (ګانې)
aunt (paternal)|عمه
Australian Rappel Seat|له رسۍ څخه جوړه شوې استرالياييي نومې چوکۍ  چې غره ختونکې کار ترينه اخلي 
Austria|اتريش
Authentication|تصديق/ کره توب/ اعتبار 
auther|مولف
author|مصنف
author|مولف
author|مؤلف
author(s)|اديب(ان)
authoritative|واک لرونکي
authoritative|واکداره
authoritative|واکمن
authoritative|واکوال
authorities|مقامات
authority|صلاحيت
authority|قابو
authority|کابو
authority|ايختيار
authority|تسلط
authority|چارواکی
authority|سلاحيت
authority|صلاحیت
authority|مسئول(ه)
authority|واک
authority|واکمني
authority|چاروواګی
authority|حاکمين
authorize|منظور کول
authormed|واک
autocrotic|مطلق العنان
automatic|اتومات
automatic|اتوماتيک
automatic|پخپله
automatic|اوتومات
autorized|مختار
autumn|منی
autumn|خزان
auxiliary|کومکي
available|ميسر
available|ميثر
avalanche|ريز
avalanche|يمال
avalanche|برف کوچ
avante garde|مخکښې
avenge|کسات اخيستل
avenge|بدل اخستل
avenue|جاده
Avenue of Approach|د تقرب يا نژدې کېدو لاره
average|متوسط
average|اوسط
average|برابر
average height|متوسطه
aversion|کراهت
aversion|کرهه
aversion|کرکى
aveue|واټ
aviation|هوابازي
avioding|حذر
avoid|په څنګ کول
avoidance|اجتناب
avoidance|احتراز
avoidance|پرهېز
awaited|منتظر(ه)
awaiting|منتظر(ه)
awake|ويښ
awake|ويش
awake|ویخ
awake|بيدار
awaken|ويښول
awaken|له خوبه ويښ کول
awakened|متنبه
award|جايزه
award|جایزه
award(s)|انعام(ونه) 
aware|ملتفت
aware|اګاه
aware|خبر
aware|هوښ
awareness|اګاهي
awareness|خبرداری
awesome|فوق العاده
awhile|موده
awkward|بې ډبه
awl (for making pack saddles)|درمکښ
axe|تبر
axe|ترښځ
axiom|کليه
axis|محور 
axis|محور
Axis|محور
Axis of Movement|د حرکت محور
aye|ها
Azimuth|د ازيموت  يا سمت معلومولو زاويه
azote|ازوت
azure|لاجوردي
azy|شاړ
B.C |ق.م
B.C.|تر ميلاد
Babar|بابړ
babble|ويېدل
babbler|څړپن
Babi|بابۍ
Babulala|بابولاله
baby|چيچی
baby goat|سېرلۍ
baby plants|نالګي
baby weaned due to the birth ofamew sibting or becacuse its mother,s milk has dried up|وچموری
baccalaureate|بکلوريا
back|بېرته
back|پرشا
back|ملا
back|پس
back|شا
back|شا ته
back|واپس
back|وروسته
back |شا
Back brief|د امر تکرار
back heel|کوښکه
back in the day|په پخوا وختو کي
back of the ear|غوږېچينه
back of the head|اجلځی
back off |اوښتل
back room|پس خانه
back to back|شا په شا
back to back|پر له پسې
back to back|سر په سر
backache|ملاخوږی
backache|د ملا درد
backbiting|غيبت
Backbone|د ملا تير
backbreaking|شاقه
Back-Feeding of Rope|رسۍ ورکول يا رسۍ  پرېښودل
background|پس منظر
background|زمينه
background|تېر حال
background|ثابقه
background|سابقه
background|سوانع
background|صلاحيت او تجربه
backing|پلوي توب
backpack|د ثا بکس
backpack|د مکتب بکس
Back-Paddle|د شا لورې ته بيلچه وهل
backside of the neck|څټ
backside of the neck|څټ ميری
backstabbing|غيبت
backward|وروسته پاتې
backwards|وروسته پاته
backyard|سراي
backyard|غولي
Bacterial Decomposition|باکتريايي خوسا توب
bacteriogy|ميکروب پېژندنه
Bactria|باختر
Bactrian|باختري
bactrian camel|اری
bad|بد
bad|خراب
bad|ناوړه
bad|ناښه
bad|خراب(ه)
bad|بد(ه)
bad|مضر
bad action|رشت عمل
bad action|ناوړه عمل
bad companion|جلغه
bad deeds|بد کارونه
bad effects|ناوړه اغيزه
bad hearted|بدجنسه
bad hearted|بدذاته
bad hearted|بدرګه
bad hearted|بدورګه
bad luck|بدمرغي
bad luck|بد بخت
bad reputation|بد نام
bad reputation|پيغور
bad smell |ډډوزى
bad talk about sb|بد تعريف
bad taste|بي خونده
bad tempered|بدخوی
bad times|ناوړه کارونه
bad treatment|بده وضعه
badass|اساس
Badghis|بادغېس
badness|بدوالی
badness|بدي
bag|کڅوړه
bag|خلته
bag|کڅوڼه
bag|بوجۍ
bag  pipe|باجه
bag for antimony|رجړومه
bag for antimony|رنجوننی
bag for antimony|رنجړومه
bag for carrying stuffs on a horse or donkey |غراره
baggage|بسته
baggage|بکس
baggage screening|د بکسونه تلاشي کولو ځای
bagpipe|بين باجه
bail|ضمانت
bailment of a capital|مضاربت
Bait Stick|د شومې يا طعمې  لرګی يا لکړه
Baiting|په دام يا تلکه کې د طعمې اېښودل
baker|بټياری
baker|بټيارۍ
baker|پخوونکی
baker|نانوای
baker|نان واى
bakers|نان وایان
bakery|نانوايي
bakery|نان وايي
Baking Soda|سوډا/ د پخلي پوډر
Baktr news agency|باختر
balance|بيلانس
balance|تعادل
balance|توازن
balance|موازنه
balance|مېزان
balance|توازون
balance|ميزان
balance|انډول
balance|موازينه
balcony|بالکن
balcony|لوژ
balcony|برنډه
balcony|حوېلۍ
bald|څموڅی
bald|ګنجی
bald|لينډا
bald|پک(ه)
bald|ګنجى(ۍ)
bale|ګاټ
Balkh|بلخ
ball|پنډوس
ball|غونډاری
ball|ګيند
ball|منډوس
ball|توب
ball|توپ
ball of clay used as stopper in the bowl of a hookah|ګاټۍ
ball of thread|ګوړۍ
ball of thread or twining|جلک
ball point pen|خودکاره
Ballistic Helmet|اوسبنېزه بالستيکي خولۍ 
balloon|بالون
Baloch|بلوڅ
Balochi language|بلوڅي
Balochistan|بلوچستان
bam boo|باڼس
Bamboo|د بانګس  لرګی
Bamian|باميان
ban|قير
ban|قيد
ban|پري بندي کول
banana|کېله
band|بانډ
band|غدۍ
band|ګروپ
band  music |دسته
band aid|د ګوټو پلاستر
band it|رهزن
band used for swaddling|سوزني
bandage|بنداژ
bandage|پنډکۍ
bandage|پټۍ
bandage|وندنی
bandage|پانسمان
bandage|پلاستر
bandage|پټى کول
bandage|پانسمان کول
bandit|داړه مار
bandit|شوکمار
bandit|شرير
bandoleer   ire |ګردنۍ
bandylegged|ښالنګ
bang|ګړب
bang|ګړز
bang|ګړزول
Bangaladesh|بنګله دېش
Bangalore|يو ډول استوانوي شکله چاودېدونکي مواد 
Bangash|بنګښ
banged|ګړبېدل
banging|ګړبا
banging|ګړبهار
banging|ګړزهار
bangle|بنګړی
bangle seller|بنګړيوال
banished|فرار
banished|فرارول
banishing|طرد
bank|بانک
bank|غاړه
bank account|بانکى حساب
bank note|نوټ
bank note of 100 Afs|سليز
bank note of 100 Afs|سلګون
banking|بانکداري
banking|صرافي
bankrupt|ډېوالي
bankrupt|مفليسه
bankruptcy|افلاس
banned|بند(ه)
banned|منع
banner|اشتعار
Banotsi|بنوڅي
bar|ميخانه
bar|شراب خانه
Barakzay|بارکزی
Barat|برات
barbarian|بربر
barbaric|بربري
barbarism|بربريت
barbarism|وحشت
barbecue|کړول
barbed|اغزن
barbed wire|ازغن تار
barbed wire|اغزن سيم
barbed wire|خار دار سيم
Barbed Wire|اغزن يا خاردار سيم 
barber|دلاک
barber|سلماني
barber|نايي
barber|ډم
barberries|زرشک
barbers wife|نايڼه
barbershop|دلاک
barbershop|سلمانی
barbershop|نايي
bare|ابل
bare|بربنډول
bare|بربنډېدل
bare|بې ستره
bare|لڅول
barefoot|پښېبله
barefoot|لڅی خښی
barefooted|يبل
barely|په مټې
bargain|چنې
bargain|چنې کول
bargain|چنې وهل
bargaining|چنه
barister's office|دارالوکاله
barite|بيرات
bark|غپل
bark|غپېدل
bark|غپه کول
bark of a walnut|دنداسه
Bark of Small Hardwood Saplings|د سخت لرګې د لښتو پوستکی
bark of the wallnut tree for cleaning teeth|دنداسه
barking|غپا
barking|غپند
barking|غپهار
barley|وربشه
barley|اوربشي
barley bread|روټه
barley bread|وربشينه
barometer|بارومېټر
